country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
153,Costa Rica,0,0,02/02/2014,201402,153321,National Liberation Party,PLN,30,Johnny Araya Monge,360,5,2020,498,492,NA,NA,29.7077264978555,NA,NA,1,180,2025-1,951,105,526,0.21,0,0,105,421,946,526,0,105,421,6625,0,0,5258,0,1682,1682,1052,0,1157,1367,421,0,526,2629,1472,0.21,4206,10.62,0,105,946,0,7781,4101,4942,8728,7571,0,8202,0,841,0,105,0,5258,736,946,0,1052,0,5783,0.21,0,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,421,6625,0,0,0,315,315,421,0,0,0,0,7781,841,0,0,0,5258,0,736,0,105,0,841,0,0,0,5783,0,-14196,1788,946,16299,736,2025a,PHDMZC
153,Costa Rica,0,0,02/02/2014,201402,153322,Broad Front,FA,30,José María Villalta Florez-Estrada,360,5,2020,498,492,NA,NA,17.2456253356893,NA,NA,1,180,2025-1,1468,1158,409,136,1567,0,204,136,204,477,68,0,1226,4087,272,817,3678,0,1839,5654,409,0,1362,4087,409,136,886,136,1703,0,613,5654,1294,1362,1.09,0,10082,4223,4087,9537,7766,0,7016,0,136,0,68,136,2112,1158,2452,0,3.61,0,4973,272,136,1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1499,0,1226,3.27,0,0,817,341,68,0,0,0,0,68,10014,136,0,0,0,2112,1158,1158,0,954,0,1499,0,0,0,4973,0,-24659,5.79,1.09,17302,477,2025a,PZAI7U
153,Costa Rica,0,0,02/02/2014,201402,153331,Citizen’s Action Party,PAC,30,Luis Guillermo Solís,360,5,2020,498,492,NA,NA,30.6433753415274,NA,NA,1,180,2025-1,629,477,0,0,0,0,0,0,0,0,0,0,795,3.18,159,159,1431,0,1113,6041,1431,0,2067,1908,477,0,2226,159,1431,159,1272,10334,477,0,1.59,0,6041,3816,6041,10493,9698,159,7949,159,318,0,477,159,5246,1.59,1908,0,1272,0,7154,159,318,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,795,3.18,0,0,0,1431,0,0,0,0,0,0,6041,318,0,0,0,5246,318,1.59,0,954,0,954,0,0,0,7154,0,-13196,2862,1.59,20191,0,2025a,7WOJDO
153,Costa Rica,0,0,02/02/2014,201402,153420,Libertarian Movement Party,PML,40,Otto Guevara Guth,360,5,2020,498,492,NA,NA,11.3387095518694,NA,NA,1,180,2025-1,1747,286,172,0,0,0,0,0,0,0,0,0,286,744,172,57,1145,0,6125,3492,1317,3892,4179,6812,0,0,0,3721,3148,229,458,19977,1202,172,2061,0,2461,229,458,2919,15112,1.03,12307,1946,0,0,515,114,229,916,172,0,1374,114,0,0,458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,286,0.63,0,0,114,916,0,401,0,0,0,0,2461,0,0,0,0,229,0,916,0,0,172,0,0,0,0,0,0,-19405,8014,5953,18031,0,2025a,ESHHG6
153,Costa Rica,0,0,02/02/2014,201402,153521,Social Christian Unity Party,PUSC,50,Rodolfo Piza Rocafort,360,5,2020,498,492,NA,NA,6.01579588532464,NA,NA,1,180,2025-1,1165,944,0,429,0,0,86,343,601,258,86,0,1888,5837,1545,0,6.18,86,1288,1373,2146,343,1545,1288,86,0,0,343,858,172,687,11502,258,0,687,0,7039,5408,4549,9528,10644,172,3948,0,773,86,2318,86,3948,1545,1288,0,2575,0,3691,429,0,1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,258,1631,5751,86,0,86,1288,601,258,0,0,0,0,7039,773,0,0,86,3948,601,1459,86,343,0,944,0,0,0,3691,0,-8412,1631,1.03,20172,858,2025a,8KNAMJ
153,Costa Rica,0,0,04/02/2018,201802,153321,National Liberation Party,PLN,30,Antonio Álvarez Desanti,360,5,2020,498,492,NA,NA,18.6339424986437,NA,NA,1,180,2025-1,1473,0.95,272,68,0,0,272,475,1426,272,0,0,1018,2105,68,0,4752,0,2376,3394,0.95,0,5974,2105,204,0,204,2172,2716,0,2851,12627,0,0,1086,0,11405,0.95,4956,13306,6857,407,3259,0,611,0,68,68,2308,679,815,0,2376,0,2105,272,611,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1018,2037,0,0,68,475,272,204,0,0,0,0,11405,407,204,0,0,2308,611,679,0,272,0,543,0,0,0,2105,0,-3938,2308,1086,20163,815,2025a,HZY1IX
153,Costa Rica,0,0,04/02/2018,201802,153322,Broad Front,FA,30,Edgardo Araya,360,5,2020,498,492,NA,NA,0.782569428555384,NA,NA,1,180,2025-1,3254,246,31,0,584,0,123,123,154,184,0,0,2489,4118,184,338,5.04,0,1045,4425,799,0,1.69,3565,246,123,1137,0.4,2151,953,1813,7007,123,983,184,0,9281,2489,4302,13368,10203,31,3749,61,123,0,61,461,2581,0.86,2243,0,4.21,0,4241,154,338,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,522,0,2489,3534,0,0,584,707,92,0,0,0,0,0,9281,123,0,0,0,2581,246,0.86,0,1014,31,1199,0,0,0,4241,0,-19914,3934,184,23571,246,2025a,1DAVRU
153,Costa Rica,0,0,04/02/2018,201802,153331,Citizen’s Action Party,PAC,30,Carlos Alvarado Quesada,998,998,NA,NA,NA,NA,NA,21.6331577015237,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,ICQBOZ
153,Costa Rica,0,0,04/02/2018,201802,153521,Social Christian Unity Party,PUSC,50,Rodolfo Piza Rocafort,360,5,2020,498,492,NA,NA,15.9927358695909,NA,NA,1,180,2025-1,2165,323,0,0,0,0,46,231,554,92,0,0,462,1201,185,0,4111,0,6697,1848,785,185,1524,1755,323,46,46,2217,1801,0,878,12979,139,46,1293,0,9469,2448,6143,10.67,13349,92,3187,185,0.37,46,1293,46,5127,924,1339,0,1.57,0,2079,231,924,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,462,1201,0,0,0,785,0,0,0,0,0,0,9469,231,139,0,46,5127,277,878,46,0,0,1339,0,0,0,2079,0,-7991,2217,1478,24018,277,2025a,1TPM4O
153,Costa Rica,0,0,04/02/2018,201802,153522,National Restoration Party,PRN,50,Fabricio Gerardo Alvarado Muñoz,360,5,2020,498,492,NA,NA,24.992098657027,NA,NA,1,180,2025-1,769,0,0,0,0,0,0.13,0.13,0.91,0,0,0,2081,3901,0.13,0.13,1951,0,5462,6242,4941,0.65,2341,1691,0.52,0,0,0.91,1.43,0.39,1.43,4811,0,0,3121,0,4941,1821,2211,8192,9493,0,6502,0,0.26,0.13,9883,0.91,3771,2861,0.78,0,2341,0,0.39,1.3,0.26,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.65,1.43,3901,0,0,0,3121,1821,0,0,0,0,0,4941,0,0.26,0,0.13,3771,0,1.3,1.56,0,0.52,0.26,0,0,0,0.39,0,5332,2211,3771,17685,0.26,2025a,4RY6VC
153,Costa Rica,0,0,04/02/2018,201802,153523,Social Christian Republican Party,PRSC,50,Rodolfo Hernández,360,5,2020,498,492,NA,NA,4.9400913446299,NA,NA,1,180,2025-1,1787,168,56,168,168,0,0,504,839,0,0.28,0,1119,3358,0.28,0,4.98,0,3414,672,895,56,1903,1959,112,112,0,1399,3022,112,1119,17739,224,0,1063,0,5932,1175,3134,5316,12143,168,8898,0,448,0,1847,0,2966,1343,727,0,4141,0,4813,448,168,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0,168,951,3358,0,0,0,672,168,56,0,0,0,0,5932,448,0,0,0,2966,56,1343,0,448,0,0.28,0,0,0,4813,0,-18858,2294,1119,17459,672,2025a,8MY2B5
153,Costa Rica,0,0,04/02/2018,201802,153620,National Integration Party,PIN,60,Juan Diego Castro Fernández,360,5,2020,498,492,NA,NA,9.5420376971797,NA,NA,1,180,2025-1,601,333,0,0,0,0,0,0,0,0,0,0,1498,4326,166,166,333,0,7321,6323,10483,0,666,2995,2995,0,0,1331,2329,0,3494,9983,2496,0,3328,0,3494,1331,333,1664,12646,0,6822,0,1997,0,666,0,8819,166,0,0,1498,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1498,4.16,0,0,166,8319,1165,998,0,0,0,0,3494,1997,0,0,0,8819,0,166,0,0,0,0,0,0,0,0,0,-4659,8486,3328,14309,0,2025a,UGX6WW
154,Ecuador,0,0,19/05/1996,199605,154210,Pachakutik Plurinational Unity Movement - New Country,MUPP-NP,20,Freddy Ehlers Zurita,998,998,NA,NA,NA,NA,NA,20.6083138394601,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,TO4SB4
154,Ecuador,0,0,19/05/1996,199605,154510,Popular Democracy - Christian Democratic Union,DP - UDC,50,Rodrigo Paz Delgado,998,998,NA,NA,NA,NA,NA,13.4776509917727,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,U873VN
154,Ecuador,0,0,19/05/1996,199605,154521,Social Christian Party,PSC,50,Jaime José Nebot Saadi,361,5,2020,684,674,NA,NA,27.1698308337778,NA,NA,9,180,2025-1,205,488,0,0,976,1951,0,3415,488,0,0,1951,976,7805,1463,0,488,0,6829,5854,976,9268,0,6341,0,0,0,6829,488,3415,7805,3415,3415,0,2927,0,0,0,0,0,6829,4878,4.39,1951,0,0,0,0,2439,0,0,0,1463,0,488,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,0,0,976,1951,0,3902,1951,488,488,0,0,0,0,0,0,0,0,0,0,2439,0,0,0,0,0,0,0,0,0,488,0,-3415,9756,12195,6829,3415,2025a,OJASL8
154,Ecuador,0,0,19/05/1996,199605,154951,Ecuadorian Roldosist Party,PRE,999,Abdalá Jaime Bucaram Ortiz,998,998,NA,NA,NA,NA,NA,26.2765949628111,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,IFIOHG
154,Ecuador,0,0,20/10/2002,200210,154001,Patriotic Society Party - Pachakutik Plurinational Unity Movement - New Country,PSP-MUPP-NP,999,Lucio Edwin Gutiérrez Borbúa,998,998,NA,NA,NA,NA,NA,20.6409593664686,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,VOKWLF
154,Ecuador,0,0,20/10/2002,200210,154022,Pairing Roldós-Padilla,,20,León Roldós Aguilera,998,998,NA,NA,NA,NA,NA,15.3986643561145,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,LY3WG8
154,Ecuador,0,0,20/10/2002,200210,154321,Democratic Left,ID,30,Rodrigo Borja Cevallos,361,5,2020,684,674,NA,NA,13.9662197741302,NA,NA,1,180,2025-1,402,249,249,249,1493,746,0,1493,498,1244,2736,498,0,498,0,0,1493,995,3234,4975,5473,3731,6219,1.99,995,1493,4478,746,995,0,4229,5721,1741,0,0,0,746,0,995,4726,6965,0,5224,0,995,0,746,0,2488,995,498,0,2239,0,3731,0,7463,3731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1493,0,0,498,0,0,0,2736,0,2736,0,0,0,0,746,995,0,0,0,2488,0,995,0,498,0,0,0,0,0,3731,0,-5473,4726,3731,11692,1741,2025a,6SWJSL
154,Ecuador,0,0,20/10/2002,200210,154521,Social Christian Party,PSC,50,Xavier Neira Menéndez,361,5,2020,684,674,NA,NA,12.1051426710514,NA,NA,1,180,2025-1,314,318,0,637,1911,0,0,0,318,1592,318,637,0,637,955,637,7643,0,8599,2229,2548,9554,3503,1592,637,0,2229,318,1911,955,8599,3503,1274,0,4459,0,0,0,955,3822,7006,0,3185,0,0,0,0,0,7325,318,0,0,3185,637,4459,318,1274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1911,0,0,637,0,0,0,1274,0,1274,0,0,0,0,0,0,0,0,0,7325,0,318,0,0,0,0,0,0,0,4459,0,7006,3503,14013,10828,637,2025a,K8NYEJ
154,Ecuador,0,0,20/10/2002,200210,154711,Institutional Renewal Party of National Action,PRIAN,70,Álvaro Fernando Noboa Pontón,361,5,2020,684,674,NA,NA,17.3907277057469,NA,NA,1,180,2025-1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6122,35714,5102,4082,0,0,0,0,0,0,0,7143,2041,1.02,0,0,0,0,0,0,2041,9184,0,2041,0,0,0,4082,0,4082,4082,0,0,10204,0,3061,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,35714,0,0,0,0,0,0,0,0,0,0,4082,0,1.02,3061,0,0,0,0,0,0,3061,0,34694,1.02,5102,11224,0,2025a,UTPJIY
154,Ecuador,0,0,20/10/2002,200210,154951,Ecuadorian Roldosist Party,PRE,999,Jacobo Bucarám Ortíz,998,998,NA,NA,NA,NA,NA,11.9209083814127,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,KZ3FUV
154,Ecuador,0,0,15/10/2006,200610,154031,Democratic Left Alliance - Ethics and Democracy Network,RED-ID,30,León Roldós Aguilera,361,5,2020,684,674,NA,NA,14.8371621481723,NA,NA,8,180,2025-1,157,2548,637,637,0,0,637,0,637,637,1274,0,0,5096,0,7643,3185,0,1274,8917,2548,637,1911,0,0,0,0,0,1274,0,1274,3822,0,0,5096,0,637,637,1274,4459,12739,1274,5096,0,0,0,0,0,3822,1911,2548,0,3822,0,4459,0,7643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1911,0,637,2548,637,1274,637,0,0,0,0,637,0,0,0,0,3822,1274,0,1911,0,2548,0,0,0,0,4459,0,-10828,0,5732,17197,1274,2025a,W6HC9C
154,Ecuador,0,0,15/10/2006,200610,154210,Pachakutik Plurinational Unity Movement - New Country,MUPP-NP,20,Freddy Ehlers Zurita,998,998,NA,NA,NA,NA,NA,2.19101521967412,NA,NA,99,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025a,7517BB
154,Ecuador,0,0,15/10/2006,200610,154322,Proud and Sovereign Fatherland Alliance Movement,Alianza PAIS,30,Rafael Vicente Correa Delgado,361,5,2020,684,674,NA,NA,22.8366205188464,NA,NA,1,180,2025-1,857,0.7,0,233,4667,117,117,467,1634,2684,2.1,233,1.4,6184,233,1984,1867,117,817,2684,2.8,0,2217,3851,2917,0.35,1.4,0,467,467,1984,1284,3034,2217,117,0,5718,4317,117,8518,5718,0,2334,0,2567,0,0,0,467,8168,3034,0,3384,0,933,0,1984,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,3034,233,1167,3851,0,233,2.1,1167,117,1517,0,0,0,467,5251,2567,0,0,0,467,0.35,2917,5251,2.45,0.35,233,0,0,0,933,0,-19837,9802,117,14236,817,2025a,X7AKMM
