country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
33,Spain,10,10,09/03/2008,200803,33902,Basque Nationalist Party,PNV/EAJ,90,NA,265,2,2008,NA,NA,1.21,0,NA,6,350,1,30,2025-1,924,433,0,0,0,0,0,541,108,2273,0,0,2922,5087,325,433,19372,0,649,0,1407,0,2165,974,0,1082,0,0,4762,0,4978,11688,108,0,2165,0,108,11364,0,3.03,9416,0,325,0,0,1623,1623,0,216,3571,0,0,433,0,0,0,4.87,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2597,1082,2165,12446,541,2025a,AMJBEN
33,Spain,10,10,09/03/2008,200803,33903,Basque Solidarity,EA,90,NA,265,2,2008,NA,NA,196,0,NA,0,350,1,30,2025-1,646,619,0,0,0,0,0,929,3.56,1548,0,0.31,9752,5728,155,0,8514,0,2322,0,1238,0,2477,0.31,0,155,0,0,4799,0,3.87,10062,0,0,0,0,774,15325,0,4799,9598,0,774,0,0,1393,1238,0,0,1393,155,0,2012,0,2322,0,1703,2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6656,0.31,0,14396,929,2025a,ZDSFUS
33,Spain,10,10,09/03/2008,200803,33905,Catalan Republican Left,ERC,90,NA,265,2,2008,NA,NA,1183,0,NA,3,350,1,30,2025-1,1885,371,53,0,0,0,1.22,955,2759,531,0,424,637,584,371,0,16764,0,4456,0,2546,0,902,1326,0,0,0,0,2069,0,2653,12467,1963,0,371,0,1008,4934,1698,7639,4456,0,2812,0,0,1485,212,3767,584,584,4934,0,902,0,3236,318,1804,6207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10769,3289,371,12095,2175,2025a,VICKSH
33,Spain,10,10,09/03/2008,200803,33907,Canarian Coalition,CC,90,NA,265,2,2008,NA,NA,655,0,NA,2,350,1,30,2025-1,1209,414,1572,0,0,0,0,0,414,2399,0,0,248,2068,248,83,15798,0,4467,0,1737,0,2647,1323,165,0,331,0,8933,0,4136,14475,496,0,248,0,662,8685,1902,2895,7279,0,1737,0,0,0,579,165,2647,662,2399,0,0,0,3557,331,496,3805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4797,1985,248,10174,0,2025a,YXXKCL
33,Spain,10,10,09/03/2008,200803,33908,Galician Nationalist Bloc,BNG,90,NA,265,2,2008,NA,NA,834,0,NA,2,350,1,30,2025-1,1377,0,145,0,581,73,726,944,1743,436,0,2033,1816,1888,73,0,27088,0,1525,0,1816,0,145,0.29,73,0,145,0,3341,0,1888,10748,0.29,0,0,0,73,3849,1.38,3922,6609,0,2469,0,73,363,0,1525,581,436,7117,0,1162,0,9441,726,508,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.91,654,0,10.53,1.67,2025a,WF5E6Z
33,Spain,10,10,09/03/2008,200803,33909,Aragonist Council,CHA,90,NA,265,2,2008,NA,NA,148,0,NA,0,350,1,30,2025-1,878,0,797,0,0,0,797,228,2.05,0,0,0,2733,1367,228,0,10478,0,4.67,0,114,0,1025,1936,0,228,0,0,2.05,0,3303,11731,1367,0,228,0,1936,16173,2961,3872,5809,0,5581,0,0,0,456,1822,569,114,1367,0,114,114,5695,0,3986,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13781,3303,228,9681,1025,2025a,AA1DVL
33,Spain,10,10,09/03/2008,200803,33910,Navarrese People's Union,UPN,90,NA,998,998,NA,NA,NA,0.57,0,NA,0,350,3,30,NA,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,4762,0,0,0,9524,0,0,0,0,0,0,0,4762,0,15476,32143,0,0,0,0,0,1.19,14286,0,10714,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,4762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,0,0,10714,0,2025a,Y48S8U
33,Spain,10,10,20/11/2011,201111,33091,Future Yes,,90,NA,297,4,2012,861,758,177,0,NA,1,350,1,61,2025-1,671,1.49,447,0,298,0,2235,745,1341,447,0,0,2832,7154,0,149,16841,0,3279,149,5663,0,2235,2832,0,0,0,0,6557,0,0,1937,0,0,2385,0,4.62,8793,745,4471,11028,0,2385,0,0,447,0,0,0,1043,1788,0,2534,0,2832,0,149,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16393,2832,2385,15499,2981,2025a,WDM9ZD
33,Spain,10,10,20/11/2011,201111,33092,Amaiur,,95,NA,297,4,2012,861,758,1.39,0,NA,7,350,1,61,2025-1,58,0,0,0,0,0,0,3448,0,0,0,0,8621,10345,0,0,43103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,1724,3448,0,0,8621,3448,0,0,0,0,0,0,0,0,3448,1724,0,10345,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17241,1724,0,12069,3448,2025a,H8JZVU
33,Spain,10,10,20/11/2011,201111,33093,Commitment-Q,,95,NA,297,4,2012,861,758,523,0,NA,1,350,1,61,2025-1,1121,2141,0,0,178,0,268,89,2944,268,0,0,1338,5888,0,0,1427,89,3479,1249,714,89,981,4728,981,446,0,0,3925,89,1427,6334,89,89,1963,0,7404,10259,1338,6334,8564,0,1249,0,0,0,0,4371,1695,714,624,0,5888,0,6423,1338,2052,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23461,5798,2052,14897,357,2025a,JSIE67
33,Spain,10,10,20/11/2011,201111,33220,United Left,IU,20,NA,297,4,2012,861,758,7021,0,NA,11,350,1,61,2025-1,1628,921,0,0,676,0,1781,184,1781,61,61,0.86,2826,8.17,61,0,491,0,2764,983,123,0,1781,8415,123,246,0,0,4361,246,123,5835,246,1.72,246,983,2027,4177,3071,9398,9398,0,6.02,0,0,0,0,4975,921,246,676,123,4545,0,4054,1.72,1966,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36855,8784,246,18796,1966,2025a,BHIKZR
33,Spain,10,10,20/11/2011,201111,33320,Spanish Socialist Workers’ Party,PSOE,30,NA,297,4,2012,861,758,29.13,0,NA,110,350,1,61,2025-1,2075,1157,0.53,0,0,386,0,241,3325,2024,48,0,771,5253,48,0,1735,0,4578,386,289,0,1928,6892,48,1157,241,0,5349,337,1928,8675,0,0,2313,0,3904,4386,1494,8675,10.12,0,6554,0,723,0,96,0.53,1735,1349,723,0,4193,0,1253,482,2072,2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27229,6.94,2313,18795,241,2025a,RIFX13
33,Spain,10,10,20/11/2011,201111,33440,"Union, Progress and Democracy",UPyD,40,NA,297,4,2012,861,758,4.76,0,NA,5,350,1,61,2025-1,630,3.81,159,0,0,2857,0,317,1746,1746,0,0,1429,7937,159,0,635,3.81,10159,1905,0,1.27,1429,7937,159,0,0,159,1746,0,159,8254,0,0,1111,0,2222,5397,3.81,4286,7.46,317,6.19,0,0,0,0,476,2.54,0,0,159,1746,159,2381,2381,952,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22222,8095,2381,11746,317,2025a,UTEYO4
33,Spain,10,10,20/11/2011,201111,33610,People's Party,PP,60,NA,297,4,2012,861,758,45.24,0,NA,186,350,1,61,2025-1,1914,2.09,418,0,0,2612,52,52,4545,2508,0,0,1567,5016,627,0,784,418,9822,627,3657,1724,2403,3.03,209,104,52,157,6792,157,2769,8777,0,0,3657,0,1097,2247,2508,2821,5068,0,6897,0,1515,0,209,0,3448,1829,52,261,1933,0,1306,522,1881,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3448,3239,5381,7889,104,2025a,3RZLCS
33,Spain,10,10,20/11/2011,201111,33611,Convergence and Union,CiU,90,NA,297,4,2012,861,758,4.24,0,NA,16,350,1,61,2025-1,1621,2591,62,0,0,247,617,0.37,2899,0.74,0,0,0.74,2468,0,185,18754,0,2529,185,802,617,6601,3886,0,185,62,62,5861,0,1604,9562,62,0,925,0,3578,2653,1789,5.49,7218,185,2468,62,0,62,0,62,2406,494,1666,432,3886,123,1.11,432,1295,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10857,3948,1542,12708,987,2025a,6BGJ9P
33,Spain,10,10,20/11/2011,201111,33612,Forum Asturias,FAC,90,NA,297,4,2012,861,758,414,0,NA,1,350,1,61,2025-1,1351,1702,592,0,148,222,0,148,3035,1036,0,74,0.37,3035,74,0,592,888,7106,0.74,0.37,1036,5848,1999,592,296,666,0,7402,0.37,2369,14878,74,0,592,0,4885,3257,3479,3849,7402,148,7994,74,1.11,0,0,0,518,222,74,0,3257,0,3257,2147,814,1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17839,2665,1628,11251,148,2025a,GG6XWG
33,Spain,10,10,20/11/2011,201111,33902,Basque Nationalist Party,PNV/EAJ,90,NA,297,4,2012,861,758,1.35,0,NA,5,350,1,61,2025-1,387,5943,0,0,0,0,0,258,5168,4393,0,0,2326,3101,0,0,16279,0,1.55,0,0,258,775,4393,1034,517,517,0,9044,0,2584,9819,0,0,6718,0,2326,3101,0,2326,6977,0,1292,0,0,0,0,258,258,4134,0,0,2842,0,775,0,1034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11111,5426,6977,9302,258,2025a,1THB9Y
33,Spain,10,10,20/11/2011,201111,33905,Catalan Republican Left,ERC,90,NA,297,4,2012,861,758,1071,0,NA,3,350,1,61,2025-1,2501,1559,0,0,0.04,0,1279,0.32,1599,0.28,0,0,3119,6757,0,0.08,14714,0,4158,0.12,0.52,0.04,1999,6078,0,0.16,0.04,0.04,3559,0,0.88,7397,0.48,0,0.24,0,3079,2079,1.24,11835,8157,0,2239,0,0,1719,0,2239,0.64,0.52,4878,0.12,2039,0,1519,0.56,1.16,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21911,6557,0.28,19992,1599,2025a,YOGWPY
33,Spain,10,10,20/11/2011,201111,33907,Canarian Coalition,CC,90,NA,297,4,2012,861,758,0.6,0,NA,2,350,1,61,2025-1,769,0.91,0.39,0,0.39,0.13,0.13,0,2991,1.43,0,0,0.26,1951,0,0,19246,0,1.17,0,0.26,0.52,3641,4031,0.65,0.91,0.78,0.26,9493,0.78,5072,13914,0.26,0,0.65,0,2341,0.52,0.13,5202,10533,0,2991,0,0,0,0,0,0.52,0.52,0,0,1951,0,4811,0,0,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19896,4941,1.17,15735,0.13,2025a,D9HSM9
33,Spain,10,10,20/11/2011,201111,33908,Galician Nationalist Bloc,BNG,90,NA,297,4,2012,861,758,766,0,NA,2,350,1,61,2025-1,464,1.94,0,0,647,0,1724,216,216,0,0,3664,431,6897,0,431,14009,0,2802,0,862,0,431,7112,216,216,216,0,9698,216,1.94,6681,431,1078,862,0,1724,4957,1724,6034,7759,0,2155,0,0,0,0,2155,0,0,2371,0,5172,0,2586,216,0,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.25,7759,862,13793,1.94,2025a,7UTSJE
33,Spain,10,10,20/12/2015,201512,33020,Popular Unity,UP,20,NA,297,5,2016,854,712,3676,0,NA,2,350,8,111,2025-1,1830,1639,0,0,383,0,929,219,383,0,0,273,3115,5.41,0,437,0.71,0,1257,656,109,0,164,7596,109,164,219,0,874,109,164,4863,1585,328,0,437,2.35,9344,9508,9454,20383,0,4262,0,55,164,0,2295,109,219,929,0,7.65,0,656,109,383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,0,0,3115,3661,0,0,1749,109,0,0,0,0,0,164,2186,55,0,0,164,109,1639,109,109,219,0.71,0,0,0,0,656,0,-45683,9.29,0,29836,1148,2025a,MSP355
33,Spain,10,10,20/12/2015,201512,33095,Basque Country Unite,EH Bildu,90,NA,297,5,2016,854,712,869,0,NA,2,350,8,111,2025-1,114,1754,0,0,0,0,0,6.14,877,0,0,3509,24561,8772,0,0,32456,0,0,0,877,0,0,0,0,0,3509,0,0,0,0,0,0,0,0,0,2632,877,0,6.14,2632,0,0,0,0,0,0,1754,0,0,0,0,2632,0,877,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24561,8772,0,0,0,877,0,0,0,0,0,0,2632,0,0,0,0,0,877,0,0,0,0,0,0,0,0,877,0,877,0,0,8772,6.14,2025a,RV7QBD
33,Spain,10,10,20/12/2015,201512,33096,In Common We Can,,90,NA,297,5,2016,854,712,3688,0,NA,12,350,8,111,2025-1,2257,1063,0,0,222,0,1551,0.31,665,532,0,89,4386,9349,0,0,4785,0,1949,1019,133,0,487,7665,177,44,0.31,0,2393,1019,0.31,6292,1374,399,0,44,5051,6159,2.57,6203,14178,0,6.69,0,0,44,0,1861,133,2393,0.93,0,6.07,0,0.62,44,89,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,0,89,4298,5716,0,0,3633,133,0,0,0,0,0,0.62,4431,0,0,0,44,133,1019,975,1418,266,665,0,0,0,0,0.62,0,-41427,9216,0,20381,1861,2025a,YVCXAA
33,Spain,10,10,20/12/2015,201512,33097,In Tide,,90,NA,297,5,2016,854,712,1629,0,NA,6,350,8,111,2025-1,295,2712,0,0,678,0,1017,339,3.39,0,0,0,2034,7797,0,339,4746,0,5424,2034,0,0,1017,9153,339,0,339,0,1695,339,678,2712,1017,678,0,0,4068,6102,3729,10169,11525,0,4746,0,0,0,0,2712,0,678,2034,0,4746,0,1017,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,0,0,2034,3.39,0,0,4407,0,0,0,0,0,0,0,4068,0,0,0,0,0,1017,678,0,0,2034,0,0,0,0,1017,0,-42034,10508,0,21695,1356,2025a,FCR23M
33,Spain,10,10,20/12/2015,201512,33098,Commitment-We can-It is time,,90,NA,297,5,2016,854,712,2672,0,NA,9,350,8,111,2025-1,1938,877,0,0,206,155,52,155,877,0,0,0,2167,4747,0,258,2012,0,5212,1703,206,0,0.98,7276,155,464,155,0,2735,413,1032,6605,671,206,0,0,7224,9.03,2683,9236,16409,0,3406,0,0,0,0,1858,464,1084,1135,0,5573,0,1961,52,0,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,0,103,2064,3096,52,0,1651,206,0,0,0,0,0,0,7224,0,0,0,0,464,0.31,258,826,413,722,0,0,0,0,1961,0,-34.83,8101,0,25645,206,2025a,5DAI7Y
33,Spain,10,10,20/12/2015,201512,33099,Democracy and Freedom,DL,90,NA,297,5,2016,854,712,2.25,0,NA,8,350,8,111,2025-1,1923,364,0,0,0,0.52,0.26,104,988,468,0,0,1976,1924,52,52,30213,0,2288,988,936,104,3276,6552,0,572,52,572,3172,208,2444,9.1,312,0,728,0,2444,3224,1976,3224,13313,52,1.82,0,0,104,0,156,624,728,416,0,2392,0,0.78,208,208,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1976,1768,0,0,156,936,0,0,0,0,0,416,2028,0,0,0,104,624,0.26,728,0,208,208,0,0,0,0,0.78,0,-18149,6864,832,16537,364,2025a,ETWU1Z
